BOM	BOM-001	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-001-CL002", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 5, "子件名称": "6061铝锭", "子件编码": "CL002", "定额数量": 1.05, "父件名称": "铝棒 Φ80", "父件编码": "CP001", "生产数量": 1, "生产车间": "熔铸车间", "规格型号": "A00", "计量单位": "件", "需用数量": 1.05, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-001"}, {"备注": "", "编号": "BOM-001-CL004", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 2, "子件名称": "切削液", "子件编码": "CL004", "定额数量": 0.02, "父件名称": "铝棒 Φ80", "父件编码": "CP001", "生产数量": 1, "生产车间": "熔铸车间", "规格型号": "20L/桶", "计量单位": "件", "需用数量": 0.02, "预入仓库": "成品仓", "子件计量单位": "升", "物料清单编码": "BOM-001"}]}
BOM	BOM-002	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-002-CL003", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 10, "子件名称": "6063铝棒", "子件编码": "CL003", "定额数量": 1.1, "父件名称": "铝型材-散热片", "父件编码": "CP003", "生产数量": 1, "生产车间": "精整车间", "规格型号": "Φ120", "计量单位": "件", "需用数量": 1.1, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-002"}, {"备注": "包装", "编号": "BOM-002-CL005", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 0, "子件名称": "包装木箱", "子件编码": "CL005", "定额数量": 0.02, "父件名称": "铝型材-散热片", "父件编码": "CP003", "生产数量": 1, "生产车间": "精整车间", "规格型号": "1200×800", "计量单位": "件", "需用数量": 0.02, "预入仓库": "成品仓", "子件计量单位": "件", "物料清单编码": "BOM-002"}]}
BOM	BOM-003	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-003-CL002", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 8, "子件名称": "6061铝锭", "子件编码": "CL002", "定额数量": 1.08, "父件名称": "铝板 6061", "父件编码": "CP002", "生产数量": 1, "生产车间": "轧制车间", "规格型号": "A00", "计量单位": "件", "需用数量": 1.08, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-003"}, {"备注": "", "编号": "BOM-003-CL004", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 2, "子件名称": "切削液", "子件编码": "CL004", "定额数量": 0.03, "父件名称": "铝板 6061", "父件编码": "CP002", "生产数量": 1, "生产车间": "轧制车间", "规格型号": "20L/桶", "计量单位": "件", "需用数量": 0.03, "预入仓库": "成品仓", "子件计量单位": "升", "物料清单编码": "BOM-003"}]}
BOM	BOM-004	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-004-CL001", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 5, "子件名称": "45#圆钢", "子件编码": "CL001", "定额数量": 42, "父件名称": "减速箱体 A", "父件编码": "CP004", "生产数量": 1, "生产车间": "测试车间", "规格型号": "Φ60", "计量单位": "件", "需用数量": 42, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-004"}, {"备注": "", "编号": "BOM-004-CL004", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 2, "子件名称": "切削液", "子件编码": "CL004", "定额数量": 0.5, "父件名称": "减速箱体 A", "父件编码": "CP004", "生产数量": 1, "生产车间": "测试车间", "规格型号": "20L/桶", "计量单位": "件", "需用数量": 0.5, "预入仓库": "成品仓", "子件计量单位": "升", "物料清单编码": "BOM-004"}, {"备注": "", "编号": "BOM-004-CL005", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 0, "子件名称": "包装木箱", "子件编码": "CL005", "定额数量": 0.5, "父件名称": "减速箱体 A", "父件编码": "CP004", "生产数量": 1, "生产车间": "测试车间", "规格型号": "1200×800", "计量单位": "件", "需用数量": 0.5, "预入仓库": "成品仓", "子件计量单位": "件", "物料清单编码": "BOM-004"}]}
BOM	BOM-005	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-005-CL001", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 3, "子件名称": "45#圆钢", "子件编码": "CL001", "定额数量": 0.6, "父件名称": "轴套 C", "父件编码": "CP005", "生产数量": 1, "生产车间": "精整车间", "规格型号": "Φ60", "计量单位": "件", "需用数量": 0.6, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-005"}, {"备注": "", "编号": "BOM-005-CL004", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 2, "子件名称": "切削液", "子件编码": "CL004", "定额数量": 0.05, "父件名称": "轴套 C", "父件编码": "CP005", "生产数量": 1, "生产车间": "精整车间", "规格型号": "20L/桶", "计量单位": "件", "需用数量": 0.05, "预入仓库": "成品仓", "子件计量单位": "升", "物料清单编码": "BOM-005"}]}
BOM	BOM-006	{"备注": "物料清单"}	{"children": [{"备注": "", "编号": "BOM-006-CL003", "版本号": "V1.0", "虚拟件": false, "默认BOM": true, "损耗率%": 2, "子件名称": "6063铝棒", "子件编码": "CL003", "定额数量": 0.5, "父件名称": "6061铝锭", "父件编码": "CL002", "生产数量": 1, "生产车间": "熔铸车间", "规格型号": "Φ120", "计量单位": "kg", "需用数量": 0.5, "预入仓库": "成品仓", "子件计量单位": "kg", "物料清单编码": "BOM-006"}]}
BOM	BOM-2026-08-2501	{"审核人": "admin", "提交人": "admin", "单据日期": "2026-08-25", "审批状态": "已通过", "审核时间": "2026-08-25 17:35:17", "提交时间": "2026-08-25 17:35:12", "物料清单编码": "BOM-2026-08-2501"}	{"children": [{"备注": "", "版本号": "", "虚拟件": false, "默认BOM": false, "损耗率%": 0, "子件名称": "切削液", "子件编码": "CL004", "定额数量": 0, "父件名称": "铝型材-散热片", "父件编码": "CP003", "生产数量": 1, "生产车间": "", "规格型号": "20L/桶", "计量单位": "件", "需用数量": 0, "预入仓库": "", "子件计量单位": "升", "物料清单编码": "BOM-2026-08-2501"}]}
DEPT	部门档案	{"备注": "部门档案"}	{"depts": [{"停用": false, "编号": "DEPT-001", "负责人": "系统管理员", "部门名称": "总经办", "部门编码": "D01"}, {"停用": false, "编号": "DEPT-002", "负责人": "刘经理", "部门名称": "销售一部", "部门编码": "D02"}, {"停用": false, "编号": "DEPT-003", "负责人": "赵经理", "部门名称": "销售二部", "部门编码": "D03"}, {"停用": false, "编号": "DEPT-004", "负责人": "周经理", "部门名称": "国际部", "部门编码": "D04"}, {"停用": false, "编号": "DEPT-005", "负责人": "王强", "部门名称": "熔铸车间", "部门编码": "D05"}, {"停用": false, "编号": "DEPT-006", "负责人": "李丽", "部门名称": "轧制车间", "部门编码": "D06"}, {"停用": false, "编号": "DEPT-007", "负责人": "孙涛", "部门名称": "精整车间", "部门编码": "D07"}, {"停用": false, "编号": "DEPT-008", "负责人": "赵刚", "部门名称": "测试车间", "部门编码": "D08"}, {"停用": false, "编号": "DEPT-009", "负责人": "赵刚", "部门名称": "质检部", "部门编码": "D09"}, {"停用": false, "编号": "DEPT-010", "负责人": "陈仓管", "部门名称": "仓储部", "部门编码": "D10"}]}
EMP	员工档案	{"备注": "员工档案"}	{"employees": [{"停用": false, "手机": "13800000001", "编号": "EMP-001", "职务": "业务员", "职称": "初级", "业务员": true, "办公电话": "010-88001", "员工名称": "张伟", "员工编码": "E001", "所属部门": "销售一部", "证件号码": "110101198801010011", "证件类型": "身份证"}, {"停用": false, "手机": "13800000002", "编号": "EMP-002", "职务": "业务员", "职称": "中级", "业务员": true, "办公电话": "010-88002", "员工名称": "李娜", "员工编码": "E002", "所属部门": "销售二部", "证件号码": "110101198902020022", "证件类型": "身份证"}, {"停用": false, "手机": "13800000003", "编号": "EMP-003", "职务": "业务员", "职称": "初级", "业务员": true, "办公电话": "010-88003", "员工名称": "王芳", "员工编码": "E003", "所属部门": "销售一部", "证件号码": "110101199003030033", "证件类型": "身份证"}, {"停用": false, "手机": "13800000004", "编号": "EMP-004", "职务": "业务主管", "职称": "高级", "业务员": true, "办公电话": "010-88004", "员工名称": "陈强", "员工编码": "E004", "所属部门": "国际部", "证件号码": "110101199104040044", "证件类型": "身份证"}, {"停用": false, "手机": "13800000005", "编号": "EMP-005", "职务": "车间主任", "职称": "技师", "业务员": false, "办公电话": "010-88005", "员工名称": "王强", "员工编码": "E005", "所属部门": "熔铸车间", "证件号码": "110101198506060055", "证件类型": "身份证"}, {"停用": false, "手机": "13800000006", "编号": "EMP-006", "职务": "班组长", "职称": "技师", "业务员": false, "办公电话": "010-88006", "员工名称": "李丽", "员工编码": "E006", "所属部门": "轧制车间", "证件号码": "110101198707070066", "证件类型": "身份证"}, {"停用": false, "手机": "13800000007", "编号": "EMP-007", "职务": "工人", "职称": "中级", "业务员": false, "办公电话": "010-88007", "员工名称": "孙涛", "员工编码": "E007", "所属部门": "精整车间", "证件号码": "110101198808080077", "证件类型": "身份证"}, {"停用": false, "手机": "13800000008", "编号": "EMP-008", "职务": "质检员", "职称": "中级", "业务员": false, "办公电话": "010-88008", "员工名称": "赵刚", "员工编码": "E008", "所属部门": "测试车间", "证件号码": "110101199010100088", "证件类型": "身份证"}]}
EQUIP	设备	{"备注": "设备"}	{"equips": [{"停用": false, "备注": "", "编号": "EQUIP-001", "负责人": "王强", "所属部门": "熔铸车间", "设备名称": "锯床-01", "设备编码": "SB001", "产量/小时": 120}, {"停用": false, "备注": "", "编号": "EQUIP-002", "负责人": "李丽", "所属部门": "轧制车间", "设备名称": "锯床-02", "设备编码": "SB002", "产量/小时": 120}, {"停用": false, "备注": "", "编号": "EQUIP-003", "负责人": "李丽", "所属部门": "熔铸车间", "设备名称": "数控车床-03", "设备编码": "SB003", "产量/小时": 80}, {"停用": false, "备注": "", "编号": "EQUIP-004", "负责人": "孙涛", "所属部门": "精整车间", "设备名称": "加工中心-02", "设备编码": "SB004", "产量/小时": 60}, {"停用": false, "备注": "", "编号": "EQUIP-005", "负责人": "赵刚", "所属部门": "测试车间", "设备名称": "检测台-01", "设备编码": "SB005", "产量/小时": 200}, {"停用": false, "备注": "", "编号": "EQUIP-006", "负责人": "赵刚", "所属部门": "测试车间", "设备名称": "检测台-02", "设备编码": "SB006", "产量/小时": 200}]}
