SO_ORDER	SO-2026-08-0001	{"客户": "华东铝业", "部门": "销售一部", "项目": "铝棒深加工", "业务员": "张伟", "联系人": "王采购", "单据日期": "2026-08-14", "单据编号": "SO-2026-08-0001", "客户编码": "KH001", "结算客户": "华东铝业", "部门.负责人": "刘经理", "预计交货日期": "2026-08-20"}	{"items": [{"单价": 15.5, "备注": "", "数量": 200, "金额": 3100, "税率%": 13, "现存量": 800, "含税单价": 17.52, "含税金额": 3503, "存货名称": "铝棒 Φ80", "存货编码": "CP001", "折扣金额": 0, "规格型号": "Φ80×3000", "销售单位": "件", "预计交货日期": "2026-08-20", "存货名称.品牌": "铝棒"}, {"单价": 12.8, "备注": "", "数量": 100, "金额": 1280, "税率%": 13, "现存量": 450, "含税单价": 14.46, "含税金额": 1446.4, "存货名称": "铝板 6061", "存货编码": "CP002", "折扣金额": 0, "规格型号": "1500×3000×2", "销售单位": "件", "预计交货日期": "2026-08-20", "存货名称.品牌": "铝板"}]}	已审核
SO_ORDER	SO-2026-08-0002	{"客户": "中天精工", "部门": "销售二部", "项目": "", "业务员": "李娜", "联系人": "孙采购", "单据日期": "2026-08-12", "单据编号": "SO-2026-08-0002", "客户编码": "KH002", "结算客户": "中天精工", "部门.负责人": "赵经理", "预计交货日期": "2026-08-15"}	{"items": [{"单价": 12.8, "备注": "", "数量": 500, "金额": 6400, "税率%": 13, "现存量": 450, "含税单价": 14.46, "含税金额": 7232, "存货名称": "铝板 6061", "存货编码": "CP002", "折扣金额": 0, "规格型号": "1500×3000×2", "销售单位": "件", "预计交货日期": "2026-08-15", "存货名称.品牌": "铝板"}, {"单价": 260, "备注": "", "数量": 50, "金额": 13000, "税率%": 13, "现存量": 120, "含税单价": 293.8, "含税金额": 14690, "存货名称": "减速箱体 A", "存货编码": "CP004", "折扣金额": 0, "规格型号": "JS-400", "销售单位": "件", "预计交货日期": "2026-08-15", "存货名称.品牌": "箱体"}]}	已审核
SO_ORDER	SO-2026-08-0003	{"客户": "西部材料", "部门": "销售一部", "项目": "", "业务员": "王芳", "联系人": "", "单据日期": "2026-08-14", "单据编号": "SO-2026-08-0003", "客户编码": "KH003", "结算客户": "西部材料", "部门.负责人": "刘经理", "预计交货日期": "2026-08-28"}	{"items": [{"单价": 22.6, "备注": "", "数量": 300, "金额": 6780, "税率%": 13, "现存量": 600, "含税单价": 25.54, "含税金额": 7661.4, "存货名称": "铝型材-散热片", "存货编码": "CP003", "折扣金额": 0, "规格型号": "XD-6063-T5", "销售单位": "件", "预计交货日期": "2026-08-28", "存货名称.品牌": "型材"}]}	草稿
SO_ORDER	SO-2026-08-0004	{"客户": "西部材料", "部门": "国际部", "项目": "散热片批量", "业务员": "陈强", "联系人": "李采购", "单据日期": "2026-08-11", "单据编号": "SO-2026-08-0004", "客户编码": "KH003", "结算客户": "西部材料", "部门.负责人": "周经理", "预计交货日期": "2026-08-22"}	{"items": [{"单价": 22.6, "备注": "", "数量": 300, "金额": 6780, "税率%": 13, "现存量": 600, "含税单价": 25.54, "含税金额": 7661.4, "存货名称": "铝型材-散热片", "存货编码": "CP003", "折扣金额": 0, "规格型号": "XD-6063-T5", "销售单位": "件", "预计交货日期": "2026-08-22", "存货名称.品牌": "型材"}, {"单价": 6.8, "备注": "", "数量": 800, "金额": 5440, "税率%": 13, "现存量": 1600, "含税单价": 7.68, "含税金额": 6144, "存货名称": "轴套 C", "存货编码": "CP005", "折扣金额": 0, "规格型号": "ZT-C-30", "销售单位": "件", "预计交货日期": "2026-08-22", "存货名称.品牌": "轴套"}]}	已审核
SO_ORDER	SO-2026-08-2501	{"客户": "华东热处理厂", "审核人": "admin", "单据日期": "2026-08-25", "单据状态": "草稿", "单据编号": "SO-2026-08-2501", "审核意见": "11", "审核时间": "2026-08-25 14:48:53", "客户编码": "GYS001", "来源单号": "BJ-2026-08-2501", "结算客户": "华东热处理厂"}	{"items": [{"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "铝棒 Φ80", "存货编码": "CP001", "规格型号": "Φ×00", "销售单位": "件"}, {"单价": null, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "铝板 6061", "存货编码": "CP002", "规格型号": "150000×2", "销售单位": "件"}, {"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "45#圆钢", "存货编码": "CL001", "规格型号": "Φ60", "销售单位": "kg"}, {"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "6061铝锭", "存货编码": "CL002", "规格型号": "A00", "销售单位": "kg"}]}	已审核
SO_ORDER	SO-2026-08-2502	{"单据日期": "2026-08-25", "单据编号": "SO-2026-08-2502"}	{"items": [{"单价": 10.2, "备注": "", "数量": 0, "金额": 0, "税率%": 13, "现存量": 0, "含税单价": 11.53, "含税金额": 0, "存货名称": "铝棒 Φ80", "存货编码": "CP001", "折扣金额": 0, "规格型号": "Φ80×3000", "销售单位": "件", "预计交货日期": "", "存货名称.品牌": "轻铝"}]}	草稿
SO_ORDER	SO-2026-08-2503	{"客户": "华东热处理厂", "审核人": "admin", "提交人": "admin", "单据日期": "2026-08-25", "单据状态": "草稿", "单据编号": "SO-2026-08-2503", "审批状态": "已通过", "审核意见": "111232", "审核时间": "2026-08-25 15:03:33", "客户编码": "GYS001", "提交时间": "2026-08-25 15:03:27", "来源单号": "BJ-2026-08-2501", "结算客户": "华东热处理厂"}	{"items": [{"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "铝棒 Φ80", "存货编码": "CP001", "规格型号": "Φ×00", "销售单位": "件"}, {"单价": null, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "铝板 6061", "存货编码": "CP002", "规格型号": "150000×2", "销售单位": "件"}, {"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "45#圆钢", "存货编码": "CL001", "规格型号": "Φ60", "销售单位": "kg"}, {"单价": 0, "数量": 0, "金额": 0, "含税单价": 0, "含税金额": 0, "存货名称": "6061铝锭", "存货编码": "CL002", "规格型号": "A00", "销售单位": "kg"}]}	已审核
SO_ORDER	SO-2026-08-2504	{"客户": "", "部门": "", "项目": "", "业务员": "", "联系人": "", "单据日期": "2026-08-25", "单据编号": "SO-2026-08-2504", "客户编码": "", "来源单号": "BJ-2026-08-2502", "来源单据": "QUOTE_ORDER", "结算客户": "", "预计交货日期": ""}	{"items": [{"单价": 0, "备注": "", "数量": 0, "金额": 0.0, "税率%": 13, "现存量": 0, "含税单价": 0.0, "含税金额": 0.0, "存货名称": "铝板 6061", "存货编码": "CP002", "折扣金额": 0, "规格型号": "1500×3000×2", "销售单位": "件", "预计交货日期": ""}]}	草稿
SO_ORDER	SO-2026-08-2505	{"客户": "华东热处理厂", "部门": "销售一部", "项目": "", "业务员": "张伟", "联系人": "", "单据日期": "2026-08-25", "单据编号": "SO-2026-08-2505", "客户编码": "GYS001", "来源单号": "BJ-2026-08-2502", "来源单据": "QUOTE_ORDER", "结算客户": "华东热处理厂", "预计交货日期": "2026-08-26"}	{"items": [{"单价": 0, "备注": "", "数量": 0, "金额": 0, "税率%": 13, "现存量": 0, "含税单价": 0, "含税金额": 0, "存货名称": "铝板 6061", "存货编码": "CP002", "折扣金额": 0, "规格型号": "1500×3000×2", "预计交货日期": ""}]}	草稿
SO_ORDER	SO-2026-08-2506	{"单据日期": "2026-08-25", "单据编号": "SO-2026-08-2506", "来源单号": "BJ-2026-08-2502"}	{"items": [{"单价": 0, "数量": 0, "存货名称": "铝板 6061", "存货编码": "CP002", "规格型号": "1500×3000×2", "销售单位": "件"}]}	草稿
